"Date","Vcodio's Excellent Adventure","Inflation"
"2001-05-18",27232.96,11848
"2001-05-21",27630.77,11853.17
"2001-05-22",27584.7,11854.89
"2001-05-23",27243.55,11856.62
"2001-05-24",27188.59,11858.34
"2001-05-25",27024.8,11860.06
"2001-05-29",26806.53,11866.96
"2001-05-30",26464.96,11868.68
"2001-05-31",26654.59,11870.41
"2001-06-01",26864.02,11871.08
"2001-06-04",27031.97,11873.08
"2001-06-05",27363.41,11873.75
"2001-06-06",27176.97,11874.42
"2001-06-07",27186.9,11875.08
"2001-06-08",27013.58,11875.75
"2001-06-11",26817.29,11877.76
"2001-06-12",26808.86,11878.42
"2001-06-13",26699.01,11879.09
"2001-06-14",26352.73,11879.76
"2001-06-15",26175.22,11880.43
"2001-06-18",25961.13,11882.43
"2001-06-19",25969.79,11883.1
"2001-06-20",26124.15,11883.77
"2001-06-21",26384.45,11884.44
"2001-06-22",26321.26,11885.1
"2001-06-25",26237.06,11887.11
"2001-06-26",26170.73,11887.78
"2001-06-27",26182.12,11888.44
"2001-06-28",26299.06,11889.11
"2001-06-29",26469.73,11889.78
"2001-07-02",26562.12,11888.29
"2001-07-03",26450.28,11887.22
"2001-07-05",26077.29,11885.06
"2001-07-06",25630.27,11883.98
"2001-07-09",25802.16,11880.75
"2001-07-10",25637.68,11879.67
"2001-07-11",25550.95,11878.6
"2001-07-12",26054.79,11877.52
"2001-07-13",26165.81,11876.44
"2001-07-16",26047.79,11873.21
"2001-07-17",26185.75,11872.13
"2001-07-18",26215.09,11871.05
"2001-07-19",26357.3,11869.98
"2001-07-20",26310.95,11868.9
"2001-07-23",26022.4,11865.67
"2001-07-24",25737.15,11864.59
"2001-07-25",25821.89,11863.51
"2001-07-26",26015.62,11862.43
"2001-07-27",26146.75,11861.36
"2001-07-30",26170.54,11858.12
"2001-07-31",26363.08,11857.05
"2001-08-01",26491.94,11857.05
"2001-08-02",26546.6,11857.05
"2001-08-03",26412.15,11857.05
"2001-08-06",26184.7,11857.05
"2001-08-07",26195.34,11857.05
"2001-08-08",26005.31,11857.05
"2001-08-09",25914.52,11857.05
"2001-08-10",26055.78,11857.05
"2001-08-13",26098.32,11857.05
"2001-08-14",26199.23,11857.05
"2001-08-15",26189.48,11857.05
"2001-08-16",26257.7,11857.05
"2001-08-17",26053.85,11857.05
"2001-08-20",26056.68,11857.05
"2001-08-21",25965.98,11857.05
"2001-08-22",26132.98,11857.05
"2001-08-23",26070.32,11857.05
"2001-08-24",26354.14,11857.05
"2001-08-27",26238.88,11857.05
"2001-08-28",26063.78,11857.05
"2001-08-29",26013.29,11857.05
"2001-08-30",25629.52,11857.05
"2001-08-31",25663.88,11857.05
"2001-09-04",25373.46,11864.17
"2001-09-05",25245.15,11865.95
"2001-09-06",24918.43,11867.74
"2001-09-07",24607.85,11869.52
"2001-09-10",24420.46,11874.86
"2001-09-17",23228.95,11887.33
"2001-09-18",22835.49,11889.11
"2001-09-19",22502.4,11890.89
"2001-09-20",21665.25,11892.67
"2001-09-21",21225.78,11894.46
"2001-09-24",21945.36,11899.8
"2001-09-25",22120.23,11901.58
"2001-09-26",22164.68,11903.36
"2001-09-27",22401.57,11905.14
"2001-09-28",22958.54,11906.92
"2001-10-01",22866.63,11909.19
"2001-10-02",23127,11907.9
"2001-10-03",23549.4,11906.61
"2001-10-04",23676.56,11905.32
"2001-10-05",23675.33,11904.02
"2001-10-08",23542.69,11900.14
"2001-10-09",23317.04,11898.85
"2001-10-10",23788.98,11897.56
"2001-10-11",24060.95,11896.27
"2001-10-12",23951.22,11894.97
"2001-10-15",23947.93,11891.09
"2001-10-16",24160.96,11889.8
"2001-10-17",23940.83,11888.51
"2001-10-18",23743.67,11887.22
"2001-10-19",23713.6,11885.92
"2001-10-22",23944.55,11882.04
"2001-10-23",23931.32,11880.75
"2001-10-24",24058.21,11879.46
"2001-10-25",24341.63,11878.16
"2001-10-26",24490.83,11876.87
"2001-10-29",24142.77,11872.99
"2001-10-30",23811.61,11871.7
"2001-10-31",24354.27,11870.41
"2001-11-01",24866.35,11869.74
"2001-11-02",24601.12,11869.07
"2001-11-05",25026.72,11867.07
"2001-11-06",25264.89,11866.4
"2001-11-07",25342.34,11865.73
"2001-11-08",25278.77,11865.06
"2001-11-09",25234.86,11864.4
"2001-11-12",25172.09,11862.39
"2001-11-13",25455.34,11861.72
"2001-11-14",25403.03,11861.06
"2001-11-15",25142.92,11860.39
"2001-11-16",25058.75,11859.72
"2001-11-19",25391.03,11857.72
"2001-11-20",25134.47,11857.05
"2001-11-21",24951.23,11856.38
"2001-11-23",25123.88,11855.04
"2001-11-26",25279.45,11853.04
"2001-11-27",25216.14,11852.37
"2001-11-28",24886.27,11851.7
"2001-11-29",25249.91,11851.04
"2001-11-30",25263.34,11850.37
"2001-12-03",25072.49,11845.84
"2001-12-04",25446.56,11844.33
"2001-12-05",25835.95,11842.83
"2001-12-06",25707.18,11841.32
"2001-12-07",25387.89,11839.81
"2001-12-10",25064.09,11835.28
"2001-12-11",25056.78,11833.78
"2001-12-12",25200.21,11832.27
"2001-12-13",24785.87,11830.76
"2001-12-14",24776.39,11829.25
"2001-12-17",25022.81,11824.72
"2001-12-18",25262.53,11823.22
"2001-12-19",25329.26,11821.71
"2001-12-20",25164.79,11820.2
"2001-12-21",25306.01,11818.69
"2001-12-24",25251.16,11814.17
"2001-12-26",25317.29,11811.15
"2001-12-27",25599.23,11809.64
"2001-12-28",25649.15,11808.13
"2001-12-31",25625.18,11803.61
"2002-01-02",25570.17,11805.33
"2002-01-03",25904.12,11806.19
"2002-01-04",26016.67,11807.05
"2002-01-07",25982.12,11809.64
"2002-01-08",25890.59,11810.5
"2002-01-09",25801.79,11811.36
"2002-01-10",25906.04,11812.23
"2002-01-11",25825.95,11813.09
"2002-01-14",25562.74,11815.67
"2002-01-15",25715.41,11816.54
"2002-01-16",25352.58,11817.4
"2002-01-17",25480.66,11818.26
"2002-01-18",25387.55,11819.12
"2002-01-22",25145.27,11822.57
"2002-01-23",25236.88,11823.43
"2002-01-24",25349.27,11824.29
"2002-01-25",25302.93,11825.16
"2002-01-28",25379.1,11827.74
"2002-01-29",25051.03,11828.6
"2002-01-30",25135.88,11829.47
"2002-01-31",25362.33,11830.33
"2002-02-01",25296.14,11832
"2002-02-04",24983.04,11837.01
"2002-02-05",24846.9,11838.68
"2002-02-06",24629.75,11840.35
"2002-02-07",24525.26,11842.02
"2002-02-08",24869.55,11843.69
"2002-02-11",25130.95,11848.7
"2002-02-12",25040.67,11850.37
"2002-02-13",25219.71,11852.04
"2002-02-14",25304.11,11853.71
"2002-02-15",25237.4,11855.38
"2002-02-19",24578.13,11862.06
"2002-02-20",24782.29,11863.73
"2002-02-21",24594.28,11865.4
"2002-02-22",24836.15,11867.07
"2002-02-25",25063.15,11872.08
"2002-02-26",25061.56,11873.75
"2002-02-27",25217.53,11875.42
"2002-02-28",25147.11,11877.09
"2002-03-01",25497.56,11879.24
"2002-03-04",26011.9,11885.71
"2002-03-05",25925.33,11887.86
"2002-03-06",26181.5,11890.02
"2002-03-07",26134.47,11892.17
"2002-03-08",26181.62,11894.33
"2002-03-11",26291.23,11900.79
"2002-03-12",26115.94,11902.95
"2002-03-13",25966.7,11905.1
"2002-03-14",25942.16,11907.26
"2002-03-15",26208.66,11909.41
"2002-03-18",26285.63,11915.87
"2002-03-19",26377.67,11918.03
"2002-03-20",26059.76,11920.18
"2002-03-21",26157.17,11922.34
"2002-03-22",26034.27,11924.49
"2002-03-25",25717.56,11930.96
"2002-03-26",25957.71,11933.11
"2002-03-27",26088,11935.27
"2002-03-28",26112.68,11937.42
"2002-04-01",26051.91,11946.11
"2002-04-02",26004.37,11948.34
"2002-04-03",25949.02,11950.57
"2002-04-04",25979.46,11952.79
"2002-04-05",26011.46,11955.02
"2002-04-08",25983.85,11961.7
"2002-04-09",25979.94,11963.93
"2002-04-10",26298.49,11966.15
"2002-04-11",25915.78,11968.38
"2002-04-12",26111.09,11970.61
"2002-04-15",26105.9,11977.29
"2002-04-16",26567.63,11979.51
"2002-04-17",26475.34,11981.74
"2002-04-18",26445.75,11983.97
"2002-04-19",26541.02,11986.19
"2002-04-22",26310.26,11992.87
"2002-04-23",26266.16,11995.1
"2002-04-24",26259.73,11997.33
"2002-04-25",26270.29,11999.55
"2002-04-26",26016.03,12001.78
"2002-04-29",25843.92,12008.46
"2002-04-30",26163.43,12010.69
"2002-05-01",26340.95,12010.69
"2002-05-02",26309.62,12010.69
"2002-05-03",26353.01,12010.69
"2002-05-06",26013.51,12010.69
"2002-05-07",25857,12010.69
"2002-05-08",26282.9,12010.69
"2002-05-09",25991.42,12010.69
"2002-05-10",25797.75,12010.69
"2002-05-13",25969.31,12010.69
"2002-05-14",26256.68,12010.69
"2002-05-15",26323.54,12010.69
"2002-05-16",26380.87,12010.69
"2002-05-17",26503.11,12010.69
"2002-05-20",26393.14,12010.69
"2002-05-21",26178.4,12010.69
"2002-05-22",26297.25,12010.69
"2002-05-23",26415.53,12010.69
"2002-05-24",26244.22,12010.69
"2002-05-28",26130.94,12010.69
"2002-05-29",26033.49,12010.69
"2002-05-30",26042.33,12010.69
"2002-05-31",26046.66,12010.69
"2002-06-03",25636.2,12011.36
"2002-06-04",25550.82,12011.58
"2002-06-05",25543.2,12011.8
"2002-06-06",25260.41,12012.02
"2002-06-07",25181.52,12012.25
"2002-06-10",25270.29,12012.91
"2002-06-11",25114.49,12013.14
"2002-06-12",25149.19,12013.36
"2002-06-13",24945.65,12013.58
"2002-06-14",24929.65,12013.81
"2002-06-17",25330.36,12014.47
"2002-06-18",25368.47,12014.7
"2002-06-19",25122.41,12014.92
"2002-06-20",24838.01,12015.14
"2002-06-21",24832.48,12015.36
"2002-06-24",24712.09,12016.03
"2002-06-25",24482.07,12016.25
"2002-06-26",24506.83,12016.48
"2002-06-27",24661.68,12016.7
"2002-06-28",24905.79,12016.92
"2002-07-01",24572.7,12017.8
"2002-07-02",24081.56,12018.23
"2002-07-03",24032.93,12018.66
"2002-07-05",24640.72,12019.52
"2002-07-08",24533.2,12020.82
"2002-07-09",24330.23,12021.25
"2002-07-10",23824.84,12021.68
"2002-07-11",23629.11,12022.11
"2002-07-12",23558.86,12022.54
"2002-07-15",23345.12,12023.83
"2002-07-16",22943.13,12024.26
"2002-07-17",23112.61,12024.69
"2002-07-18",22776.59,12025.13
"2002-07-19",22222.69,12025.56
"2002-07-22",21663.9,12026.85
"2002-07-23",21041.49,12027.28
"2002-07-24",21738.94,12027.71
"2002-07-25",21697.14,12028.14
"2002-07-26",21833.57,12028.57
"2002-07-29",22671.4,12029.87
"2002-07-30",22707.03,12030.3
"2002-07-31",22812.26,12030.73
"2002-08-01",22335.49,12032.02
"2002-08-02",22062.99,12033.31
"2002-08-05",21520.47,12037.19
"2002-08-06",21887.1,12038.49
"2002-08-07",22227.26,12039.78
"2002-08-08",22722.6,12041.07
"2002-08-09",22923.24,12042.36
"2002-08-12",22899.26,12046.24
"2002-08-13",22711.61,12047.54
"2002-08-14",23527.75,12048.83
"2002-08-15",23518.61,12050.12
"2002-08-16",23489.17,12051.41
"2002-08-19",23883.3,12055.29
"2002-08-20",23746.99,12056.59
"2002-08-21",23963.19,12057.88
"2002-08-22",24068.59,12059.17
"2002-08-23",23721.09,12060.47
"2002-08-26",23945.6,12064.34
"2002-08-27",23703.44,12065.64
"2002-08-28",23342.79,12066.93
"2002-08-29",23337.78,12068.22
"2002-08-30",23445.08,12069.52
"2002-09-03",22852.07,12072.81
"2002-09-04",23195.15,12073.48
"2002-09-05",22904.39,12074.15
"2002-09-06",23108.76,12074.82
"2002-09-09",23215.75,12076.82
"2002-09-10",23386.85,12077.49
"2002-09-11",23350.29,12078.16
"2002-09-12",23017.9,12078.82
"2002-09-13",23118.4,12079.49
"2002-09-16",23061.03,12081.5
"2002-09-17",22761.07,12082.16
"2002-09-18",22644.16,12082.83
"2002-09-19",22260.16,12083.5
"2002-09-20",22191.43,12084.17
"2002-09-23",21943.14,12086.17
"2002-09-24",21708.34,12086.84
"2002-09-25",21941.58,12087.51
"2002-09-26",22295.94,12088.18
"2002-09-27",21952.62,12088.84
"2002-09-30",21773.21,12090.85
"2002-10-01",22190.24,12091.49
"2002-10-02",21818.73,12092.14
"2002-10-03",21610.68,12092.79
"2002-10-04",21159.66,12093.43
"2002-10-07",20744.64,12095.37
"2002-10-08",20843.95,12096.02
"2002-10-09",20386.35,12096.67
"2002-10-10",20824.85,12097.31
"2002-10-11",21400.29,12097.96
"2002-10-14",21460.85,12099.9
"2002-10-15",22185.21,12100.55
"2002-10-16",21735.48,12101.19
"2002-10-17",22153.14,12101.84
"2002-10-18",22191.7,12102.48
"2002-10-21",22410.66,12104.42
"2002-10-22",22156.64,12105.07
"2002-10-23",22216.84,12105.72
"2002-10-24",22129.61,12106.36
"2002-10-25",22445.99,12107.01
"2002-10-28",22336.74,12108.95
"2002-10-29",22192.32,12109.6
"2002-10-30",22410.72,12110.24
"2002-10-31",22474.87,12110.89
"2002-11-01",22742.83,12110.89
"2002-11-04",23015.4,12110.89
"2002-11-05",23101.11,12110.89
"2002-11-06",23250.3,12110.89
"2002-11-07",23066.5,12110.89
"2002-11-08",23025.58,12110.89
"2002-11-11",22601.67,12110.89
"2002-11-12",22788.36,12110.89
"2002-11-13",22791.67,12110.89
"2002-11-14",23039.55,12110.89
"2002-11-15",23192.46,12110.89
"2002-11-18",23073.56,12110.89
"2002-11-19",23002.21,12110.89
"2002-11-20",23206.45,12110.89
"2002-11-21",23606.04,12110.89
"2002-11-22",23612.39,12110.89
"2002-11-25",23687.66,12110.89
"2002-11-26",23400.25,12110.89
"2002-11-27",23803.27,12110.89
"2002-11-29",23865.68,12110.89
"2002-12-02",23881.16,12109.16
"2002-12-03",23551.76,12108.3
"2002-12-04",23481.54,12107.44
"2002-12-05",23305.46,12106.58
"2002-12-06",23432.29,12105.72
"2002-12-09",23005.62,12103.13
"2002-12-10",23314.6,12102.27
"2002-12-11",23380.41,12101.41
"2002-12-12",23331.79,12100.55
"2002-12-13",22997.51,12099.68
"2002-12-16",23326.55,12097.1
"2002-12-17",23166.57,12096.24
"2002-12-18",22866.94,12095.37
"2002-12-19",22853.72,12094.51
"2002-12-20",23102.99,12093.65
"2002-12-23",23151.48,12091.06
"2002-12-24",23124.57,12090.2
"2002-12-26",23156.17,12088.48
"2002-12-27",22921.37,12087.62
"2002-12-30",23053.86,12085.03
"2002-12-31",23132.64,12084.17
"2003-01-02",23462.04,12087.62
"2003-01-03",23482.51,12089.34
"2003-01-06",23852.08,12094.51
"2003-01-07",23694.03,12096.24
"2003-01-08",23458.96,12097.96
"2003-01-09",23639.69,12099.68
"2003-01-10",23716.03,12101.41
"2003-01-13",23739.4,12106.58
"2003-01-14",23934.74,12108.3
"2003-01-15",23750.9,12110.03
"2003-01-16",23717.81,12111.75
"2003-01-17",23483.36,12113.47
"2003-01-21",23186.71,12120.37
"2003-01-22",23011.26,12122.09
"2003-01-23",23169.8,12123.82
"2003-01-24",22780.55,12125.54
"2003-01-27",22352.22,12130.71
"2003-01-28",22520.79,12132.44
"2003-01-29",22529.3,12134.16
"2003-01-30",22293.64,12135.88
"2003-01-31",22509.8,12137.61
"2003-02-03",22633.78,12147.63
"2003-02-04",22464.3,12150.97
"2003-02-05",22403.83,12154.31
"2003-02-06",22262.81,12157.65
"2003-02-07",22048.07,12160.99
"2003-02-10",22041.9,12171.01
"2003-02-11",21950.39,12174.35
"2003-02-12",21733.36,12177.69
"2003-02-13",21736.02,12181.03
"2003-02-14",21928.64,12184.37
"2003-02-18",22310.23,12197.73
"2003-02-19",22202.52,12201.07
"2003-02-20",22120.81,12204.41
"2003-02-21",22279.53,12207.75
"2003-02-24",21996.57,12217.77
"2003-02-25",22003.21,12221.11
"2003-02-26",21882.19,12224.45
"2003-02-27",22031.9,12227.79
"2003-02-28",22246.71,12231.13
"2003-03-03",22203.38,12238.24
"2003-03-04",21974.94,12240.61
"2003-03-05",22049.1,12242.98
"2003-03-06",21838.37,12245.35
"2003-03-07",21875.82,12247.72
"2003-03-10",21447.2,12254.83
"2003-03-11",21303.5,12257.2
"2003-03-12",21283.83,12259.57
"2003-03-13",21710.69,12261.94
"2003-03-14",21809.62,12264.31
"2003-03-17",22249.97,12271.42
"2003-03-18",22272.12,12273.79
"2003-03-19",22303.61,12276.17
"2003-03-20",22358.01,12278.54
"2003-03-21",22691.7,12280.91
"2003-03-24",22214.85,12288.02
"2003-03-25",22435.18,12290.39
"2003-03-26",22326.08,12292.76
"2003-03-27",22306.46,12295.13
"2003-03-28",22244.82,12297.5
"2003-03-31",22049.16,12304.61
"2003-04-01",22273.97,12303.72
"2003-04-02",22622.71,12302.83
"2003-04-03",22539.07,12301.94
"2003-04-04",22546.22,12301.05
"2003-04-07",22704.46,12298.37
"2003-04-08",22700.62,12297.48
"2003-04-09",22552.42,12296.59
"2003-04-10",22600.27,12295.7
"2003-04-11",22518.05,12294.81
"2003-04-14",22834.99,12292.14
"2003-04-15",23032.28,12291.25
"2003-04-16",22949.32,12290.36
"2003-04-17",23268.65,12289.47
"2003-04-21",23255.07,12285.91
"2003-04-22",23653.09,12285.01
"2003-04-23",23861.23,12284.12
"2003-04-24",23791.61,12283.23
"2003-04-25",23542.75,12282.34
"2003-04-28",23897.92,12279.67
"2003-04-29",23928.53,12278.78
"2003-04-30",24158.03,12277.89
"2003-05-01",24210.74,12277.24
"2003-05-02",24485.64,12276.6
"2003-05-05",24584.47,12274.66
"2003-05-06",24860.09,12274.01
"2003-05-07",24869.1,12273.36
"2003-05-08",24667.23,12272.72
"2003-05-09",24981.59,12272.07
"2003-05-12",25308.51,12270.13
"2003-05-13",25306.82,12269.49
"2003-05-14",25509.7,12268.84
"2003-05-15",25728.13,12268.19
"2003-05-16",25701.23,12267.55
"2003-05-19",25234.7,12265.61
"2003-05-20",25342.88,12264.96
"2003-05-21",25465.61,12264.31
"2003-05-22",25727.92,12263.67
"2003-05-23",25938.97,12263.02
"2003-05-27",26127.92,12260.43
"2003-05-28",26143.44,12259.79
"2003-05-29",26327.1,12259.14
"2003-05-30",26569.24,12258.5
"2003-06-02",26701.13,12258.74
"2003-06-03",26817.51,12259.19
"2003-06-04",27181.83,12259.63
"2003-06-05",27330.51,12260.08
"2003-06-06",27288.62,12260.52
"2003-06-09",27106.7,12261.86
"2003-06-10",27425.22,12262.3
"2003-06-11",27805.05,12262.75
"2003-06-12",27905.08,12263.19
"2003-06-13",27762.05,12263.64
"2003-06-16",28141.48,12264.97
"2003-06-17",28098.63,12265.42
"2003-06-18",27917.48,12265.87
"2003-06-19",27585,12266.31
"2003-06-20",27560.09,12266.76
"2003-06-23",27224.4,12268.09
"2003-06-24",27243.84,12268.54
"2003-06-25",27110.96,12268.98
"2003-06-26",27091.43,12269.43
"2003-06-27",26977.99,12269.87
"2003-06-30",26960.33,12271.21
"2003-07-01",27035.43,12271.64
"2003-07-02",27501.12,12272.07
"2003-07-03",27244.46,12272.5
"2003-07-07",27649.3,12274.23
"2003-07-08",27806.24,12274.66
"2003-07-09",27828.31,12275.09
"2003-07-10",27523.43,12275.52
"2003-07-11",27700.79,12275.95
"2003-07-14",27903.38,12277.24
"2003-07-15",27572.11,12277.67
"2003-07-16",27427.68,12278.1
"2003-07-17",26996.3,12278.54
"2003-07-18",27205.27,12278.97
"2003-07-21",26721.89,12280.26
"2003-07-22",26953.45,12280.69
"2003-07-23",27094.68,12281.12
"2003-07-24",27020.84,12281.55
"2003-07-25",27220.76,12281.98
"2003-07-28",27223.76,12283.28
"2003-07-29",27048.02,12283.71
"2003-07-30",26987.74,12284.14
"2003-07-31",26906.42,12284.57
"2003-08-01",26750.32,12286.08
"2003-08-04",26727.96,12290.6
"2003-08-05",26369.88,12292.11
"2003-08-06",26396.95,12293.62
"2003-08-07",26541.91,12295.13
"2003-08-08",26602.76,12296.64
"2003-08-11",26680.77,12301.16
"2003-08-12",26923.61,12302.67
"2003-08-13",26773.76,12304.18
"2003-08-14",27025.06,12305.69
"2003-08-15",27056.03,12307.2
"2003-08-18",27425.81,12311.72
"2003-08-19",27693.16,12313.23
"2003-08-20",27726.46,12314.74
"2003-08-21",27852.47,12316.25
"2003-08-22",27624.24,12317.75
"2003-08-25",27571.51,12322.28
"2003-08-26",27603.23,12323.79
"2003-08-27",27688.43,12325.3
"2003-08-28",27964.11,12326.8
"2003-08-29",28146.03,12328.31
"2003-09-02",28449.46,12334
"2003-09-03",28603.33,12335.34
"2003-09-04",28682.26,12336.67
"2003-09-05",28702.86,12338.01
"2003-09-08",28955.49,12342.02
"2003-09-09",28828.92,12343.35
"2003-09-10",28508.06,12344.69
"2003-09-11",28602.07,12346.03
"2003-09-12",28754.03,12347.36
"2003-09-15",28672.35,12351.37
"2003-09-16",29048.84,12352.71
"2003-09-17",29152.63,12354.04
"2003-09-18",29504.96,12355.38
"2003-09-19",29535.01,12356.71
"2003-09-22",29116.62,12360.72
"2003-09-23",29353.61,12362.06
"2003-09-24",29038.17,12363.39
"2003-09-25",28735.24,12364.73
"2003-09-26",28527.92,12366.07
"2003-09-29",28704.78,12370.07
"2003-09-30",28631.64,12371.41
"2003-10-01",29281.73,12370.98
"2003-10-02",29347.09,12370.55
"2003-10-03",29510.53,12370.12
"2003-10-06",29679.62,12368.82
"2003-10-07",29711.56,12368.39
"2003-10-08",29540.42,12367.96
"2003-10-09",29750.36,12367.53
"2003-10-10",29795.16,12367.1
"2003-10-13",30034.2,12365.81
"2003-10-14",30064.39,12365.38
"2003-10-15",29966.71,12364.94
"2003-10-16",30084.68,12364.51
"2003-10-17",29869.83,12364.08
"2003-10-20",30008.25,12362.79
"2003-10-21",30135.36,12362.36
"2003-10-22",29758.67,12361.93
"2003-10-23",29502.58,12361.5
"2003-10-24",29564.29,12361.07
"2003-10-27",29732.71,12359.77
"2003-10-28",30175.51,12359.34
"2003-10-29",30263.08,12358.91
"2003-10-30",30266.11,12358.48
"2003-10-31",30294.26,12358.05
"2003-11-03",30523.22,12354.71
"2003-11-04",30586.1,12353.6
"2003-11-05",30466.64,12352.48
"2003-11-06",30481.4,12351.37
"2003-11-07",30514.37,12350.26
"2003-11-10",30265.6,12346.92
"2003-11-11",30084.36,12345.8
"2003-11-12",30567.56,12344.69
"2003-11-13",30792.29,12343.58
"2003-11-14",30644.77,12342.46
"2003-11-17",30344.18,12339.12
"2003-11-18",30246.37,12338.01
"2003-11-19",30275.57,12336.9
"2003-11-20",30166.41,12335.78
"2003-11-21",30353.3,12334.67
"2003-11-24",30694,12331.33
"2003-11-25",30855.87,12330.22
"2003-11-26",31003.38,12329.1
"2003-11-28",30994.34,12326.88
"2003-12-01",31332.09,12324.22
"2003-12-02",31372.3,12323.79
"2003-12-03",31268.9,12323.36
"2003-12-04",31315.31,12322.93
"2003-12-05",31270.96,12322.49
"2003-12-08",31375.93,12321.2
"2003-12-09",31136.05,12320.77
"2003-12-10",30962.29,12320.34
"2003-12-11",31359.56,12319.91
"2003-12-12",31606.36,12319.48
"2003-12-15",31378.29,12318.18
"2003-12-16",31535.75,12317.75
"2003-12-17",31672.19,12317.32
"2003-12-18",32139.06,12316.89
"2003-12-19",32053.3,12316.46
"2003-12-22",32160.54,12315.17
"2003-12-23",32197.28,12314.74
"2003-12-24",32256.06,12314.31
"2003-12-26",32419.65,12313.44
"2003-12-29",32742.28,12312.15
"2003-12-30",32795.57,12311.72
"2003-12-31",32755.56,12311.29
"2004-01-02",32758.62,12315.17
"2004-01-05",33218.86,12320.99
"2004-01-06",33337.55,12322.93
"2004-01-07",33458.78,12324.86
"2004-01-08",33725.34,12326.8
"2004-01-09",33778.85,12328.74
"2004-01-12",33973.99,12334.56
"2004-01-13",33916.87,12336.5
"2004-01-14",34229.1,12338.44
"2004-01-15",34215.89,12340.38
"2004-01-16",34313.5,12342.32
"2004-01-20",34478.72,12350.08
"2004-01-21",34732.25,12352.02
"2004-01-22",34773.15,12353.96
"2004-01-23",34665.25,12355.89
"2004-01-26",34756.87,12361.71
"2004-01-27",34626.91,12363.65
"2004-01-28",34071.28,12365.59
"2004-01-29",33945.64,12367.53
"2004-01-30",33989.04,12369.47
"2004-02-02",34017.3,12376.02
"2004-02-03",34085.24,12378.32
"2004-02-04",33677.11,12380.62
"2004-02-05",33776.43,12382.93
"2004-02-06",34410.41,12385.23
"2004-02-09",34509.47,12392.14
"2004-02-10",34670.95,12394.44
"2004-02-11",35059,12396.75
"2004-02-12",34906.81,12399.05
"2004-02-13",34750.94,12401.35
"2004-02-17",35171.29,12410.57
"2004-02-18",35013.65,12412.87
"2004-02-19",34866.05,12415.18
"2004-02-20",34574.17,12417.48
"2004-02-23",34400.9,12424.39
"2004-02-24",34443.61,12426.69
"2004-02-25",34610.07,12429
"2004-02-26",34610.32,12431.3
"2004-02-27",34829.72,12433.6
"2004-03-01",35318.74,12440.8
"2004-03-02",34952.3,12443.38
"2004-03-03",34929.06,12445.97
"2004-03-04",35218.72,12448.55
"2004-03-05",35582.2,12451.14
"2004-03-08",35434.13,12458.9
"2004-03-09",35280.95,12461.48
"2004-03-10",34740.04,12464.07
"2004-03-11",34170.44,12466.65
"2004-03-12",34546.39,12469.24
"2004-03-15",34030.54,12477
"2004-03-16",34341.28,12479.58
"2004-03-17",34787.43,12482.17
"2004-03-18",34689.47,12484.75
"2004-03-19",34426.19,12487.34
"2004-03-22",34027.23,12495.1
"2004-03-23",34079.82,12497.68
"2004-03-24",33986.51,12500.27
"2004-03-25",34464.65,12502.86
"2004-03-26",34359.52,12505.44
"2004-03-29",34744.47,12513.2
"2004-03-30",34886.84,12515.78
"2004-03-31",35082.8,12518.37
"2004-04-01",35227.55,12519.71
"2004-04-02",35273.42,12521.04
"2004-04-05",35298.89,12525.05
"2004-04-06",35202.94,12526.39
"2004-04-07",35192.37,12527.72
"2004-04-08",35129.68,12529.06
"2004-04-12",35251.57,12534.4
"2004-04-13",34629.4,12535.74
"2004-04-14",34396.61,12537.07
"2004-04-15",34231.19,12538.41
"2004-04-16",34524.63,12539.75
"2004-04-19",34508.67,12543.75
"2004-04-20",34117.29,12545.09
"2004-04-21",34174.76,12546.43
"2004-04-22",34627.06,12547.76
"2004-04-23",34541.38,12549.1
"2004-04-26",34508.04,12553.11
"2004-04-27",34566.6,12554.44
"2004-04-28",33892.74,12555.78
"2004-04-29",33513.16,12557.11
"2004-04-30",33302.86,12558.45
"2004-05-03",33476.68,12565.56
"2004-05-04",33634.33,12567.93
"2004-05-05",33718.76,12570.3
"2004-05-06",33317.18,12572.67
"2004-05-07",32563.13,12575.04
"2004-05-10",31802.09,12582.15
"2004-05-11",32136.15,12584.52
"2004-05-12",32186.64,12586.89
"2004-05-13",31994.34,12589.26
"2004-05-14",31934.96,12591.63
"2004-05-17",31610.56,12598.75
"2004-05-18",31849.85,12601.12
"2004-05-19",32040.56,12603.49
"2004-05-20",32068.18,12605.86
"2004-05-21",32297.25,12608.23
"2004-05-24",32453.31,12615.34
"2004-05-25",33022.34,12617.71
"2004-05-26",33186.52,12620.08
"2004-05-27",33492.07,12622.45
"2004-05-28",33516.96,12624.82
"2004-06-01",33504.34,12633.27
"2004-06-02",33567.22,12634.6
"2004-06-03",33228.75,12635.94
"2004-06-04",33356.59,12637.27
"2004-06-07",34041.58,12641.28
"2004-06-08",34025.83,12642.62
"2004-06-09",33628.34,12643.95
"2004-06-10",33810.05,12645.29
"2004-06-14",33228.07,12650.63
"2004-06-15",33792.83,12651.97
"2004-06-16",33868.72,12653.31
"2004-06-17",33982.2,12654.64
"2004-06-18",34015.17,12655.98
"2004-06-21",33952.12,12659.99
"2004-06-22",33955.6,12661.32
"2004-06-23",34300.15,12662.66
"2004-06-24",34388.78,12663.99
