"Date","Three Fund Portfolio","Inflation"
"2014-01-14",757842.72,61920.57
"2014-01-15",760467.25,61927.99
"2014-01-16",761030.87,61935.41
"2014-01-17",759486.59,61942.83
"2014-01-21",761608.66,61972.5
"2014-01-22",761997.01,61979.92
"2014-01-23",759240.89,61987.34
"2014-01-24",746930.07,61994.75
"2014-01-27",741931.74,62017.01
"2014-01-28",746508.23,62024.43
"2014-01-29",742165.93,62031.85
"2014-01-30",747409.81,62039.27
"2014-01-31",744315.74,62046.68
"2014-02-03",733231.79,62071.27
"2014-02-04",735459.82,62079.46
"2014-02-05",733176.62,62087.66
"2014-02-06",740286.68,62095.85
"2014-02-07",747874.95,62104.05
"2014-02-10",748651.15,62128.63
"2014-02-11",754481.7,62136.82
"2014-02-12",754507.04,62145.02
"2014-02-13",758785.17,62153.21
"2014-02-14",761732.12,62161.41
"2014-02-18",764169.28,62194.18
"2014-02-19",759760.3,62202.38
"2014-02-20",762848.99,62210.57
"2014-02-21",763470.78,62218.77
"2014-02-24",766982.27,62243.35
"2014-02-25",767642.7,62251.54
"2014-02-26",768438.9,62259.74
"2014-02-27",772285.83,62267.93
"2014-02-28",773788.57,62276.13
"2014-03-03",768680.56,62314.94
"2014-03-04",776342.14,62327.88
"2014-03-05",776501.4,62340.81
"2014-03-06",776951.89,62353.75
"2014-03-07",775247.51,62366.69
"2014-03-10",774085.83,62405.5
"2014-03-11",771159.8,62418.44
"2014-03-12",772121.35,62431.38
"2014-03-13",766842.03,62444.31
"2014-03-14",765646.15,62457.25
"2014-03-17",770157.19,62496.06
"2014-03-18",775430.48,62509
"2014-03-19",769548.49,62521.94
"2014-03-20",771338.08,62534.88
"2014-03-21",771433.17,62547.81
"2014-03-24",770094.5,62586.63
"2014-03-25",772510.28,62599.56
"2014-03-26",769870.29,62612.5
"2014-03-27",770822.86,62625.44
"2014-03-28",773036.4,62638.38
"2014-03-31",778030.85,62677.19
"2014-04-01",781455.35,62684.08
"2014-04-02",782080.41,62690.96
"2014-04-03",781160.78,62697.85
"2014-04-04",775336.47,62704.74
"2014-04-07",770299.4,62725.4
"2014-04-08",773294.48,62732.29
"2014-04-09",779581.52,62739.18
"2014-04-10",768675.11,62746.07
"2014-04-11",764323.07,62752.95
"2014-04-14",767940,62773.62
"2014-04-15",770988.3,62780.5
"2014-04-16",777635.84,62787.39
"2014-04-17",777330.18,62794.28
"2014-04-21",779047.57,62821.83
"2014-04-22",782870.77,62828.72
"2014-04-23",782001.7,62835.61
"2014-04-24",782891.92,62842.49
"2014-04-25",777552.14,62849.38
"2014-04-28",777977.34,62870.04
"2014-04-29",781009.53,62876.93
"2014-04-30",783815.84,62883.82
"2014-05-01",786066.48,62890.9
"2014-05-02",786902.69,62897.99
"2014-05-05",786388.42,62919.24
"2014-05-06",782575.36,62926.33
"2014-05-07",784504.6,62933.41
"2014-05-08",782616.95,62940.5
"2014-05-09",782973,62947.58
"2014-05-12",788477.64,62968.84
"2014-05-13",789809.64,62975.92
"2014-05-14",789270.68,62983.01
"2014-05-15",785794.93,62990.09
"2014-05-16",787349.33,62997.18
"2014-05-19",788157.5,63018.43
"2014-05-20",784111.08,63025.52
"2014-05-21",787966.74,63032.6
"2014-05-22",789656.77,63039.69
"2014-05-23",793449.38,63046.77
"2014-05-27",798113.14,63075.11
"2014-05-28",799357.03,63082.19
"2014-05-29",801712.87,63089.28
"2014-05-30",801759.32,63096.36
"2014-06-02",801151.33,63111.28
"2014-06-03",798779.43,63115.2
"2014-06-04",800007.54,63119.12
"2014-06-05",804797.95,63123.03
"2014-06-06",808061.84,63126.95
"2014-06-09",808515.37,63138.7
"2014-06-10",807791.9,63142.62
"2014-06-11",805988.01,63146.53
"2014-06-12",804348.36,63150.45
"2014-06-13",805817.75,63154.37
"2014-06-16",806457.74,63166.12
"2014-06-17",806595.22,63170.04
"2014-06-18",812590.13,63173.95
"2014-06-19",811658.93,63177.87
"2014-06-20",813720.01,63181.79
"2014-06-23",812745.24,63193.54
"2014-06-24",810280.61,63197.45
"2014-06-25",813177.21,63201.37
"2014-06-26",813968.56,63205.29
"2014-06-27",815169.22,63209.2
"2014-06-30",816164.02,63220.95
"2014-07-01",819467.7,63220.16
"2014-07-02",817743,63219.36
"2014-07-03",820434.96,63218.57
"2014-07-07",817712.6,63215.38
"2014-07-08",814868.99,63214.59
"2014-07-09",817343.24,63213.79
"2014-07-10",813855.55,63213
"2014-07-11",815526.65,63212.2
"2014-07-14",818156.92,63209.81
"2014-07-15",815791.57,63209.02
"2014-07-16",819470.29,63208.22
"2014-07-17",814090.83,63207.43
"2014-07-18",819935.25,63206.63
"2014-07-21",819069.63,63204.24
"2014-07-22",823088.26,63203.45
"2014-07-23",824214.5,63202.65
"2014-07-24",823302.39,63201.86
"2014-07-25",822049.58,63201.06
"2014-07-28",821898.26,63198.67
"2014-07-29",820212.21,63197.88
"2014-07-30",818089.87,63197.08
"2014-07-31",805200.55,63196.29
"2014-08-01",804421.54,63192.88
"2014-08-04",808231.71,63182.66
"2014-08-05",802928.43,63179.26
"2014-08-06",802767.97,63175.85
"2014-08-07",800839.21,63172.45
"2014-08-08",806213.87,63169.04
"2014-08-11",808985.55,63158.83
"2014-08-12",806771.47,63155.42
"2014-08-13",812174.42,63152.02
"2014-08-14",816188.56,63148.61
"2014-08-15",818301.4,63145.2
"2014-08-18",821777.83,63134.99
"2014-08-19",824241.12,63131.58
"2014-08-20",824478.37,63128.18
"2014-08-21",827389.22,63124.77
"2014-08-22",827136.77,63121.37
"2014-08-25",830796.88,63111.15
"2014-08-26",831477.14,63107.74
"2014-08-27",833636.15,63104.34
"2014-08-28",832866.19,63100.93
"2014-08-29",834952.11,63097.53
"2014-09-02",832056.1,63093.88
"2014-09-03",833646.28,63095.46
"2014-09-04",829767.68,63097.05
"2014-09-05",831975.86,63098.63
"2014-09-08",829412.46,63103.38
"2014-09-09",825197.71,63104.96
"2014-09-10",826051.18,63106.54
"2014-09-11",825625.92,63108.13
"2014-09-12",820024.16,63109.71
"2014-09-15",818826.6,63114.46
"2014-09-16",822032.18,63116.04
"2014-09-17",821455.06,63117.62
"2014-09-18",825271.93,63119.2
"2014-09-19",825843.94,63120.79
"2014-09-22",820340.36,63125.53
"2014-09-23",817137.66,63127.12
"2014-09-24",820747.04,63128.7
"2014-09-25",812717.94,63130.28
"2014-09-26",817439.1,63131.87
"2014-09-29",816189.65,63136.61
"2014-09-30",812663.16,63138.2
"2014-10-01",807908.52,63133.08
"2014-10-02",805638.47,63127.96
"2014-10-03",811806.19,63122.85
"2014-10-06",811751.83,63107.5
"2014-10-07",805117.84,63102.38
"2014-10-08",814821.77,63097.26
"2014-10-09",800740.51,63092.15
"2014-10-10",794221.19,63087.03
"2014-10-13",787755.24,63071.68
"2014-10-14",790429.61,63066.56
"2014-10-15",788219.84,63061.44
"2014-10-16",787382.61,63056.33
"2014-10-17",793516.56,63051.21
"2014-10-20",799545.5,63035.86
"2014-10-21",808913.59,63030.74
"2014-10-22",804342.29,63025.63
"2014-10-23",809938.33,63020.51
"2014-10-24",813738.67,63015.39
"2014-10-27",812548.38,63000.04
"2014-10-28",819949.5,62994.93
"2014-10-29",819014.17,62989.81
"2014-10-30",822963.32,62984.69
"2014-10-31",830540.17,62979.58
"2014-11-03",829341.37,62945.57
"2014-11-04",827210.19,62934.24
"2014-11-05",829793.86,62922.9
"2014-11-06",829873.71,62911.56
"2014-11-07",832335.38,62900.23
"2014-11-10",833073.79,62866.22
"2014-11-11",834241.03,62854.89
"2014-11-12",833358.57,62843.55
"2014-11-13",833776.59,62832.22
"2014-11-14",835316.77,62820.88
"2014-11-17",834025.42,62786.88
"2014-11-18",838584.94,62775.54
"2014-11-19",835880.01,62764.21
"2014-11-20",838033.51,62752.87
"2014-11-21",843174.71,62741.54
"2014-11-24",845763.58,62707.53
"2014-11-25",847080.42,62696.2
"2014-11-26",849619.35,62684.86
"2014-11-28",847633.76,62662.19
"2014-12-01",841575.73,62628.07
"2014-12-02",843215.58,62616.61
"2014-12-03",846491.72,62605.15
"2014-12-04",846884.06,62593.69
"2014-12-05",846981.11,62582.24
"2014-12-08",843821.64,62547.87
"2014-12-09",844735.88,62536.41
"2014-12-10",835685.32,62524.95
"2014-12-11",838368.79,62513.49
"2014-12-12",830947.09,62502.04
"2014-12-15",824792.95,62467.66
"2014-12-16",824172.91,62456.21
"2014-12-17",834259.2,62444.75
"2014-12-18",844942.35,62433.29
"2014-12-19",849986.4,62421.84
"2014-12-22",853069.32,62387.46
"2014-12-23",849777.74,62376.01
"2014-12-24",851190.21,62364.55
"2014-12-26",854343.91,62341.64
"2014-12-29",856275.94,62307.26
"2014-12-30",853397.17,62295.81
"2014-12-31",848251.85,62284.35
"2015-01-02",849300.57,62265.44
"2015-01-05",839637.84,62237.08
"2015-01-06",836309.47,62227.62
"2015-01-07",843192.75,62218.17
"2015-01-08",852252.93,62208.71
"2015-01-09",849152.93,62199.26
"2015-01-12",845882.63,62170.89
"2015-01-13",845554.48,62161.44
"2015-01-14",843597.27,62151.98
"2015-01-15",842366.49,62142.53
"2015-01-16",848181.57,62133.07
"2015-01-20",851292.29,62095.25
"2015-01-21",852882.55,62085.8
"2015-01-22",861007.08,62076.34
"2015-01-23",860600.19,62066.89
"2015-01-26",863532.15,62038.52
"2015-01-27",857799.61,62029.07
"2015-01-28",852223.27,62019.61
"2015-01-29",856733.46,62010.16
"2015-01-30",851091.73,62000.7
"2015-02-02",858278.85,62010.48
"2015-02-03",864473.05,62020.09
"2015-02-04",861722.77,62029.71
"2015-02-05",867099.71,62039.32
"2015-02-06",860374.65,62048.94
"2015-02-09",857072.04,62077.79
"2015-02-10",861676.73,62087.4
"2015-02-11",861329.23,62097.02
"2015-02-12",868394.36,62106.63
"2015-02-13",870280.94,62116.25
"2015-02-17",868905.56,62154.71
"2015-02-18",870982.17,62164.32
"2015-02-19",869457.56,62173.94
"2015-02-20",874319.71,62183.55
"2015-02-23",875538.41,62212.4
"2015-02-24",880184.9,62222.02
"2015-02-25",881173.8,62231.63
"2015-02-26",877746.3,62241.25
"2015-02-27",877639.87,62250.86
"2015-03-02",877650.21,62284.38
"2015-03-03",873780.03,62296.34
"2015-03-04",870903.12,62308.29
"2015-03-05",871698.69,62320.24
"2015-03-06",858541.36,62332.2
"2015-03-09",861734.09,62368.06
"2015-03-10",852173.8,62380.01
"2015-03-11",853552.36,62391.97
"2015-03-12",862011.89,62403.92
"2015-03-13",857108.71,62415.87
"2015-03-16",867132.58,62451.73
"2015-03-17",867277.04,62463.69
"2015-03-18",880588.69,62475.64
"2015-03-19",875321.91,62487.59
"2015-03-20",884281.77,62499.55
"2015-03-23",883955.66,62535.41
"2015-03-24",882922.49,62547.36
"2015-03-25",872078.37,62559.31
"2015-03-26",866795.95,62571.27
"2015-03-27",870663.27,62583.22
"2015-03-30",876998.39,62619.08
"2015-03-31",871455.72,62631.03
"2015-04-01",873097.62,62635.28
"2015-04-02",874729.71,62639.52
"2015-04-06",878976.08,62656.5
"2015-04-07",879179.26,62660.74
"2015-04-08",882325.51,62664.99
"2015-04-09",882456.41,62669.23
"2015-04-10",885634.63,62673.47
"2015-04-13",883253.49,62686.21
"2015-04-14",886293.49,62690.45
"2015-04-15",890009.06,62694.69
"2015-04-16",889501.97,62698.94
"2015-04-17",882980.8,62703.18
"2015-04-20",886072.49,62715.92
"2015-04-21",885985.48,62720.16
"2015-04-22",886342.22,62724.4
"2015-04-23",889455.04,62728.65
"2015-04-24",892123.9,62732.89
"2015-04-27",890337.32,62745.62
"2015-04-28",889436.71,62749.87
"2015-04-29",883721.87,62754.11
"2015-04-30",876641.72,62758.36
"2015-05-01",880363.62,62768.67
"2015-05-04",880474.54,62799.63
"2015-05-05",871832.3,62809.95
"2015-05-06",867507.07,62820.27
"2015-05-07",871126.73,62830.59
"2015-05-08",881407.91,62840.91
"2015-05-11",874088.12,62871.87
"2015-05-12",872906.31,62882.19
"2015-05-13",872711.78,62892.5
"2015-05-14",880345.76,62902.82
"2015-05-15",884639.67,62913.14
"2015-05-18",883397.5,62944.1
"2015-05-19",881017.9,62954.42
"2015-05-20",881105.88,62964.74
"2015-05-21",885003.2,62975.06
"2015-05-22",883108.72,62985.38
"2015-05-26",877600.18,63026.65
"2015-05-27",884157.55,63036.97
"2015-05-28",882502.4,63047.29
"2015-05-29",878167.29,63057.61
"2015-06-01",877037.26,63085.61
"2015-06-02",875209.94,63092.98
"2015-06-03",874943.29,63100.34
"2015-06-04",870398.63,63107.71
"2015-06-05",866676.98,63115.08
"2015-06-08",862704.96,63137.17
"2015-06-09",860457.63,63144.54
"2015-06-10",868386.84,63151.9
"2015-06-11",873108.01,63159.27
"2015-06-12",868672.76,63166.63
"2015-06-15",865214.32,63188.73
"2015-06-16",869555.45,63196.09
"2015-06-17",869432.43,63203.46
"2015-06-18",875138.16,63210.82
"2015-06-19",874020.83,63218.19
"2015-06-22",876857.69,63240.28
"2015-06-23",877051.65,63247.65
"2015-06-24",873167.26,63255.01
"2015-06-25",871088.82,63262.38
"2015-06-26",868457.81,63269.74
"2015-06-29",856497.8,63291.84
"2015-06-30",857600.98,63299.2
"2015-07-01",859417.05,63299.34
"2015-07-02",859747.54,63299.48
"2015-07-06",857045.95,63300.03
"2015-07-07",860234.97,63300.16
"2015-07-08",849429.13,63300.3
"2015-07-09",849718.5,63300.44
"2015-07-10",857749.31,63300.57
"2015-07-13",864266.18,63300.98
"2015-07-14",868274.24,63301.12
"2015-07-15",868272.1,63301.26
"2015-07-16",874706.2,63301.39
"2015-07-17",875321.36,63301.53
"2015-07-20",874311.46,63301.94
"2015-07-21",872688.26,63302.08
"2015-07-22",871466.79,63302.22
"2015-07-23",869974.13,63302.35
"2015-07-24",862619.82,63302.49
"2015-07-27",858243.59,63302.9
"2015-07-28",864856.62,63303.04
"2015-07-29",869081.65,63303.17
"2015-07-30",870156.16,63303.31
"2015-07-31",871897.44,63303.45
"2015-08-03",871301.11,63294.77
"2015-08-04",868980.58,63291.88
"2015-08-05",870283.06,63288.99
"2015-08-06",866718,63286.1
"2015-08-07",866887.37,63283.2
"2015-08-10",873671.88,63274.53
"2015-08-11",868806.16,63271.64
"2015-08-12",866840.13,63268.74
"2015-08-13",865699.83,63265.85
"2015-08-14",868180.81,63262.96
"2015-08-17",871905.14,63254.28
"2015-08-18",867769.51,63251.39
"2015-08-19",863245.16,63248.5
"2015-08-20",850352.63,63245.61
"2015-08-21",831938.88,63242.71
"2015-08-24",805712.9,63234.04
"2015-08-25",798863.27,63231.15
"2015-08-26",815663.49,63228.25
"2015-08-27",830766.33,63225.36
"2015-08-28",832479.84,63222.47
"2015-08-31",826107.79,63213.79
"2015-09-01",808081.43,63210.51
"2015-09-02",816983.01,63207.23
"2015-09-03",818742.36,63203.95
"2015-09-04",810056.71,63200.67
"2015-09-08",823185.26,63187.55
"2015-09-09",817631.64,63184.27
"2015-09-10",819245.53,63180.99
"2015-09-11",822570.54,63177.71
"2015-09-14",820178.57,63167.87
"2015-09-15",824161.49,63164.59
"2015-09-16",830267.08,63161.31
"2015-09-17",831892.73,63158.03
"2015-09-18",823131.22,63154.75
"2015-09-21",822212.37,63144.91
"2015-09-22",814587.41,63141.63
"2015-09-23",812374.89,63138.35
"2015-09-24",810878.46,63135.07
"2015-09-25",809652.75,63131.79
"2015-09-28",796803.09,63121.95
"2015-09-29",796941.48,63118.66
"2015-09-30",808501.27,63115.38
"2015-10-01",810260.55,63114.47
"2015-10-02",820736.76,63113.55
"2015-10-05",830754.64,63110.81
"2015-10-06",830374.56,63109.89
"2015-10-07",836199.79,63108.98
"2015-10-08",840417.33,63108.06
"2015-10-09",842139.97,63107.14
"2015-10-12",843710.04,63104.4
"2015-10-13",838207.38,63103.48
"2015-10-14",837191.95,63102.57
"2015-10-15",846958.33,63101.65
"2015-10-16",848807.8,63100.74
"2015-10-19",847988.87,63097.99
"2015-10-20",845803.66,63097.07
"2015-10-21",843222.97,63096.16
"2015-10-22",852791.59,63095.24
"2015-10-23",857991.69,63094.33
"2015-10-26",857353.03,63091.58
"2015-10-27",854434.42,63090.66
"2015-10-28",861637.81,63089.75
"2015-10-29",856703.43,63088.83
"2015-10-30",855532.29,63087.92
"2015-11-02",862804.73,63078.13
"2015-11-03",863279.3,63073.69
"2015-11-04",861306.93,63069.25
"2015-11-05",860147.67,63064.81
"2015-11-06",856592.25,63060.37
"2015-11-09",848900.04,63047.06
"2015-11-10",849941.67,63042.62
"2015-11-11",848055.94,63038.18
"2015-11-12",839678.55,63033.74
"2015-11-13",833754.83,63029.3
"2015-11-16",842050.27,63015.99
"2015-11-17",842519.01,63011.55
"2015-11-18",852277.53,63007.11
"2015-11-19",853805.7,63002.67
"2015-11-20",855402.9,62998.23
"2015-11-23",854825.66,62984.92
"2015-11-24",855805.9,62980.48
"2015-11-25",856918.4,62976.04
"2015-11-27",857024.18,62967.16
"2015-11-30",854729.71,62953.85
"2015-12-01",864194.67,62946.91
"2015-12-02",857089.68,62939.97
"2015-12-03",844000.48,62933.03
"2015-12-04",855842.24,62926.09
"2015-12-07",851708.04,62905.27
"2015-12-08",846254.08,62898.33
"2015-12-09",841528.99,62891.39
"2015-12-10",842832.53,62884.45
"2015-12-11",832356.33,62877.51
"2015-12-14",831444.29,62856.7
"2015-12-15",837508.76,62849.76
"2015-12-16",847111.5,62842.82
"2015-12-17",840271.59,62835.88
"2015-12-18",831458.91,62828.94
"2015-12-21",835919.39,62808.12
"2015-12-22",840022.3,62801.18
"2015-12-23",847880.09,62794.24
"2015-12-24",847788.57,62787.3
"2015-12-28",846432.18,62759.54
"2015-12-29",850749.18,62752.61
"2015-12-30",845517.06,62745.67
"2015-12-31",840302.41,62738.73
"2016-01-04",830427.74,62752.11
"2016-01-05",830410.35,62755.45
"2016-01-06",823697.39,62758.8
"2016-01-07",808746.31,62762.15
"2016-01-08",802431.93,62765.49
"2016-01-11",799874.87,62775.53
"2016-01-12",806088.89,62778.87
"2016-01-13",793973.07,62782.22
"2016-01-14",800621.58,62785.57
"2016-01-15",788613.7,62788.91
"2016-01-19",788323.37,62802.29
"2016-01-20",782003.51,62805.64
"2016-01-21",783258.33,62808.98
"2016-01-22",796864.3,62812.33
"2016-01-25",788463.5,62822.37
"2016-01-26",797572.71,62825.71
"2016-01-27",792039.9,62829.06
"2016-01-28",794761.08,62832.4
"2016-01-29",811751.04,62835.75
"2016-02-01",810666.09,62844.22
"2016-02-02",801468.68,62846.01
"2016-02-03",803173.39,62847.79
"2016-02-04",806261.8,62849.57
"2016-02-05",794970.13,62851.36
"2016-02-08",788924.84,62856.71
"2016-02-09",786788.07,62858.49
"2016-02-10",788726.12,62860.28
"2016-02-11",781915.31,62862.06
"2016-02-12",789512.87,62863.84
"2016-02-16",798833.84,62870.98
"2016-02-17",808465.61,62872.76
"2016-02-18",808388.95,62874.54
"2016-02-19",808380.15,62876.33
"2016-02-22",816895.08,62881.68
"2016-02-23",809558.96,62883.46
"2016-02-24",810886.9,62885.25
"2016-02-25",818633.04,62887.03
"2016-02-26",816416.01,62888.81
"2016-02-29",813507.91,62894.16
"2016-03-01",825248.8,62902.9
"2016-03-02",829852.4,62911.64
"2016-03-03",834538.25,62920.37
"2016-03-04",836892.03,62929.11
"2016-03-07",837949.11,62955.32
"2016-03-08",831611.48,62964.05
"2016-03-09",833688.97,62972.79
"2016-03-10",832554.07,62981.53
"2016-03-11",842976.07,62990.26
"2016-03-14",842695.41,63016.47
"2016-03-15",839209.53,63025.21
"2016-03-16",844583.33,63033.94
"2016-03-17",851214.51,63042.68
"2016-03-18",854206.59,63051.42
"2016-03-21",852875.35,63077.62
"2016-03-22",852305.33,63086.36
"2016-03-23",848618.51,63095.1
"2016-03-24",847528.55,63103.83
"2016-03-28",848767.98,63138.78
"2016-03-29",858023.85,63147.51
"2016-03-30",859605.39,63156.25
"2016-03-31",859466.67,63164.99
"2016-04-01",861310.31,63174.97
"2016-04-04",859181.82,63204.92
"2016-04-05",853076.52,63214.9
"2016-04-06",859183.68,63224.88
"2016-04-07",853294.8,63234.86
"2016-04-08",856627.23,63244.85
"2016-04-11",855461.75,63274.79
"2016-04-12",861306.67,63284.77
"2016-04-13",870502.43,63294.76
"2016-04-14",869756.28,63304.74
"2016-04-15",870898.28,63314.72
"2016-04-18",874326.8,63344.67
"2016-04-19",878029.65,63354.65
"2016-04-20",876181.15,63364.63
"2016-04-21",871713.51,63374.62
"2016-04-22",871920.09,63384.6
"2016-04-25",869069.27,63414.54
"2016-04-26",870338.83,63424.53
"2016-04-27",873453.82,63434.51
"2016-04-28",868264.45,63444.49
"2016-04-29",865122.68,63454.47
"2016-05-02",868442.83,63481.02
"2016-05-03",862477.16,63489.3
"2016-05-04",858290.22,63497.59
"2016-05-05",859100.73,63505.87
"2016-05-06",860230.41,63514.15
"2016-05-09",860727.25,63539
"2016-05-10",869143.43,63547.28
"2016-05-11",864466.42,63555.57
"2016-05-12",862995.6,63563.85
"2016-05-13",859063.02,63572.13
"2016-05-16",864067.69,63596.98
"2016-05-17",858909.46,63605.26
"2016-05-18",856120.03,63613.54
"2016-05-19",853651.15,63621.83
"2016-05-20",858751.56,63630.11
"2016-05-23",857915.68,63654.96
"2016-05-24",866035.61,63663.24
"2016-05-25",870806.29,63671.52
"2016-05-26",872017.78,63679.81
"2016-05-27",874232.94,63688.09
"2016-05-31",874107.07,63721.22
"2016-06-01",876066.01,63728.2
"2016-06-02",879289.35,63735.17
"2016-06-03",881626.73,63742.15
"2016-06-06",884411.76,63763.08
"2016-06-07",887394.52,63770.05
"2016-06-08",890976.12,63777.03
"2016-06-09",889130.58,63784.01
"2016-06-10",880353.1,63790.98
"2016-06-13",874409.2,63811.91
"2016-06-14",871149.31,63818.89
"2016-06-15",872444.89,63825.86
"2016-06-16",874227.04,63832.84
"2016-06-17",872927.82,63839.81
"2016-06-20",878186.58,63860.74
"2016-06-21",879480.78,63867.72
"2016-06-22",879045.8,63874.69
"2016-06-23",887964.93,63881.67
"2016-06-24",861352.02,63888.65
"2016-06-27",852371.13,63909.58
"2016-06-28",865809.32,63916.55
"2016-06-29",876390.35,63923.53
"2016-06-30",886449.1,63930.5
"2016-07-01",891055.43,63927.17
"2016-07-05",886486.56,63913.82
"2016-07-06",889350.1,63910.48
"2016-07-07",889004.16,63907.14
"2016-07-08",900810.63,63903.81
"2016-07-11",903599.67,63893.8
"2016-07-12",906534.09,63890.46
"2016-07-13",908664.86,63887.12
"2016-07-14",909801.48,63883.79
"2016-07-15",907223.4,63880.45
"2016-07-18",908718.38,63870.44
"2016-07-19",907759.71,63867.1
"2016-07-20",910576.7,63863.76
"2016-07-21",908617.8,63860.43
"2016-07-22",911666.54,63857.09
"2016-07-25",909690.45,63847.08
"2016-07-26",911313.48,63843.74
"2016-07-27",913645.3,63840.4
"2016-07-28",914285.13,63837.07
"2016-07-29",918709.68,63833.73
"2016-08-01",915044.57,63828.95
"2016-08-02",908398.18,63830.84
"2016-08-03",909795.16,63832.73
"2016-08-04",912512.46,63834.62
"2016-08-05",916457.68,63836.51
"2016-08-08",916899.89,63842.18
"2016-08-09",920540.88,63844.07
"2016-08-10",920175.95,63845.97
"2016-08-11",922198.84,63847.86
"2016-08-12",923219.59,63849.75
"2016-08-15",924288.86,63855.42
"2016-08-16",920327.22,63857.31
"2016-08-17",921970.13,63859.2
"2016-08-18",924949.92,63861.09
"2016-08-19",922024.76,63862.98
"2016-08-22",923346.18,63868.66
"2016-08-23",925537.49,63870.55
"2016-08-24",921378.84,63872.44
"2016-08-25",919879.71,63874.33
"2016-08-26",916794.12,63876.22
"2016-08-29",922890.96,63881.89
"2016-08-30",920858.85,63883.79
"2016-08-31",919488.98,63885.68
"2016-09-01",920518.65,63890.8
"2016-09-02",923720.1,63895.92
"2016-09-06",928897.52,63916.39
"2016-09-07",929497.31,63921.51
"2016-09-08",925350.12,63926.63
"2016-09-09",904553.08,63931.75
"2016-09-12",913041.15,63947.11
"2016-09-13",899032.97,63952.23
"2016-09-14",899018.15,63957.35
"2016-09-15",905400.24,63962.47
"2016-09-16",903004.23,63967.59
"2016-09-19",904193.36,63982.94
"2016-09-20",905254.26,63988.06
"2016-09-21",916027.4,63993.18
"2016-09-22",923248.79,63998.3
"2016-09-23",918524.26,64003.42
"2016-09-26",913449.46,64018.78
"2016-09-27",919072.6,64023.9
"2016-09-28",923179.34,64029.02
"2016-09-29",916663.4,64034.14
"2016-09-30",919836.11,64039.26
"2016-10-03",917623.55,64046.98
"2016-10-04",912384.65,64049.56
"2016-10-05",914724.93,64052.13
"2016-10-06",912835.72,64054.71
"2016-10-07",910123.27,64057.29
"2016-10-10",912538.89,64065.01
"2016-10-11",902239.49,64067.59
"2016-10-12",902913.83,64070.16
"2016-10-13",901001.95,64072.74
"2016-10-14",898390.17,64075.31
"2016-10-17",897819.71,64083.04
"2016-10-18",903791.2,64085.62
"2016-10-19",906073.04,64088.19
"2016-10-20",905351.46,64090.77
"2016-10-21",905182.87,64093.34
"2016-10-24",907102.1,64101.07
"2016-10-25",904847.39,64103.65
"2016-10-26",901335.18,64106.22
"2016-10-27",896607.14,64108.8
"2016-10-28",894908.54,64111.37
"2016-10-31",896230.79,64119.1
"2016-11-01",891946.98,64115.77
"2016-11-02",887172.37,64112.45
"2016-11-03",883406.95,64109.12
"2016-11-04",883484.57,64105.8
"2016-11-07",895954.01,64095.83
"2016-11-08",897676.37,64092.5
"2016-11-09",896551.44,64089.18
"2016-11-10",894148.04,64085.85
"2016-11-11",891760.34,64082.53
"2016-11-14",890969.66,64072.56
"2016-11-15",896822.33,64069.23
"2016-11-16",896599.09,64065.91
"2016-11-17",897344.66,64062.58
"2016-11-18",894859.85,64059.26
"2016-11-21",900523.64,64049.28
"2016-11-22",903013.84,64045.96
"2016-11-23",902563.33,64042.63
"2016-11-25",905395.43,64035.99
"2016-11-28",903120.53,64026.01
"2016-11-29",905029.02,64022.69
"2016-11-30",900910.68,64019.36
"2016-12-01",896441.65,64020.04
"2016-12-02",898105.36,64020.72
"2016-12-05",903140.3,64022.74
"2016-12-06",906483.91,64023.42
"2016-12-07",917583.83,64024.1
"2016-12-08",917919.5,64024.77
"2016-12-09",918892.85,64025.45
"2016-12-12",917189.18,64027.47
"2016-12-13",922776.67,64028.15
"2016-12-14",912780.8,64028.83
"2016-12-15",915823.71,64029.5
"2016-12-16",914519.19,64030.18
"2016-12-19",917485.92,64032.21
"2016-12-20",919441.53,64032.88
"2016-12-21",918325.52,64033.56
"2016-12-22",915928.97,64034.23
"2016-12-23",917611.75,64034.91
"2016-12-27",918612.26,64037.61
"2016-12-28",914638.97,64038.29
"2016-12-29",916319.42,64038.97
"2016-12-30",914405.9,64039.64
"2017-01-03",920812.46,64076.44
"2017-01-04",927789.41,64088.47
"2017-01-05",931465.71,64100.51
"2017-01-06",930669.6,64112.55
"2017-01-09",929513.36,64148.67
"2017-01-10",930452.54,64160.71
"2017-01-11",933920.2,64172.75
"2017-01-12",932166.26,64184.79
"2017-01-13",933493.36,64196.83
"2017-01-17",932601.86,64244.98
"2017-01-18",930945.52,64257.02
"2017-01-19",927176.38,64269.06
"2017-01-20",929416.97,64281.1
"2017-01-23",930292.13,64317.22
"2017-01-24",934322.23,64329.25
"2017-01-25",938347.14,64341.29
"2017-01-26",937783.89,64353.33
"2017-01-27",937417.15,64365.37
"2017-01-30",931685.9,64401.49
"2017-01-31",933532.8,64413.53
"2017-02-01",933242.89,64420.77
"2017-02-02",933712.41,64428
"2017-02-03",938985.33,64435.24
"2017-02-06",937760.12,64456.95
"2017-02-07",938550.18,64464.19
"2017-02-08",942285.94,64471.43
"2017-02-09",944559.45,64478.67
"2017-02-10",947452.63,64485.9
"2017-02-13",950802.46,64507.62
